0.000000	0.000000
-791.785679	742.950247
-602.125157	-994.288395
-602.622881	-993.044056
-328.762494	-1030.461965
-328.807551	-1031.983341
-560.252043	-660.908215
-562.089298	-660.703619
-263.155623	601.992843
-262.109113	601.297190
-921.513353	691.561031
-922.005892	690.457211
-157.286614	-570.434160
-157.571019	-569.401362
325.720069	187.132208
326.434114	188.119856
164.926409	-456.338959
165.430215	-456.599835
-601.916617	-994.977082
-601.588768	-995.881591
-267.113656	601.051980
-268.401504	601.556946
-17.663654	-628.284305
-17.386899	-626.372578
167.860220	728.165687
166.831888	727.197847
-937.569011	-508.847769
-938.921777	-509.772057
-156.353717	-570.367093
-157.889722	-570.676795
-81.788001	-993.474126
-82.420038	-994.825249
709.695074	-58.008661
708.794976	-57.000390
-380.992262	-679.866939
-380.561087	-678.410032
-655.581054	-202.387333
-653.909558	-201.456477
648.697213	-902.277856
647.388940	-902.164202
822.735986	225.891626
821.332053	227.172440
1006.062041	-424.787412
1006.771749	-425.593798
-866.727660	-846.679963
-867.111577	-845.580195
-313.330223	216.591547
-313.067271	218.032255
323.362295	189.956514
322.222622	189.245237
-965.144632	333.295642
-965.384251	331.810632
-390.375088	398.086204
-390.114796	398.726119
-331.217436	295.208374
-330.131951	294.781753
-573.136914	726.973928
-571.965349	727.066400
-868.714765	-849.593299
-868.068934	-848.574614
-390.820648	396.146124
-392.246352	395.742150
-343.163059	-721.553162
-341.603470	-720.325235
-641.947174	-50.082351
-643.648781	-49.466845
600.211204	657.607391
600.457555	659.433354
286.378028	-1.064961
286.570225	0.485941
-473.963581	887.171870
-472.665459	887.143570
-935.544691	-535.378589
-937.078119	-535.519323
-792.773264	737.837259
-791.840495	738.509460
375.715248	212.112634
377.057967	212.182406
294.632423	-799.732783
293.881453	-798.175290
-628.021857	90.249831
-627.425735	88.914843
571.928707	-709.850261
570.929722	-710.426172
114.265367	-57.730731
115.419065	-56.644372
660.615607	778.309575
661.283024	776.520720
-962.325545	-577.550032
-961.746926	-576.619638
209.302009	521.069223
207.415006	520.408790
