-81.176610	-24.186777	208.151251
-84.973162	-22.671205	203.463562
93.853352	40.607649	122.276330
96.584032	37.767123	129.663176
-31.205689	79.054462	84.442908
-24.847862	78.009881	80.357760
-86.202220	49.978410	179.210961
-88.637428	44.941035	179.992620
-14.713871	-92.295122	98.244880
-10.569356	-96.519049	106.132990
83.176143	60.617086	125.308219
79.224291	66.185452	126.916731
22.743610	-17.084492	45.026520
20.242335	-24.328701	45.983257
58.145764	-84.310319	169.248224
53.488643	-84.844860	177.169516
-8.393043	-18.496523	249.116676
-6.392101	-13.750146	249.999348
18.378593	96.913326	182.086590
17.270202	99.502982	174.838419
72.107170	-33.385338	214.736544
71.173337	-28.001438	218.039388
20.610875	74.652045	217.003202
13.679611	76.525030	216.681783
-50.641680	35.057527	231.137580
-54.130322	26.563626	232.060933
-36.316968	50.837829	61.710469
-30.321670	49.630079	58.678884
-10.699077	53.000135	236.108419
-1.194354	53.595793	236.383246
-92.582945	1.842733	195.597501
-88.801948	8.358323	201.501737
-65.483473	-78.762067	169.196570
-71.362291	-72.102878	173.185023
-53.785183	43.016951	225.357152
-57.607563	34.052947	227.012085
5.017268	-104.299500	157.120037
0.095360	-103.810726	161.858302
5.040961	-63.905969	62.939818
8.310181	-56.205294	57.799910
-40.908311	-60.093399	70.335276
-36.363951	-58.545457	66.884518
-63.161150	-13.118223	228.946734
-61.355052	-6.620833	231.051293
18.502604	-77.198285	77.375343
20.055182	-71.964777	72.317478
-65.402169	40.509570	74.640004
-67.407926	45.804104	79.894596
88.612704	35.506772	189.827084
89.439765	27.071765	193.981603
90.523180	51.378431	159.913428
90.750781	52.500823	151.841025
12.366217	-100.746033	119.224108
7.212877	-101.639037	120.752798
6.857605	-97.308982	107.254983
1.221176	-95.611202	102.717899
-86.834778	10.564415	88.021480
-85.911380	18.996522	88.799328
-84.491688	-6.073398	208.142473
-87.305313	-13.782238	202.781851
-75.123831	-17.633958	217.307117
-75.163678	-26.488101	214.465210
-30.929364	-86.582785	196.812875
-34.890189	-83.232427	199.765983
49.707540	64.736759	212.155374
50.263457	59.964557	216.120260
93.485739	26.877354	106.564897
96.750995	23.273875	112.595198
-101.548728	12.562958	169.659029
-103.232226	8.214344	163.438747
-46.221404	-75.787132	90.020660
-43.752318	-71.758975	83.160472
94.803171	-14.463166	103.342831
98.398181	-9.933336	110.827818
-90.711341	-51.117019	159.646325
-87.022684	-57.044420	160.170774
-75.921873	-52.046186	196.617954
-81.358304	-46.390480	193.573675
44.713682	79.573246	198.001687
47.564204	81.960183	191.323611
62.478486	53.792460	211.121612
59.994539	49.365501	216.730748
102.610320	22.097766	148.894814
101.499194	23.927103	158.364063
-7.835763	57.219070	58.409756
-3.959969	50.395705	54.069616
-6.697168	96.479513	105.211719
-1.329599	97.475143	107.089378
85.983408	-2.911398	85.905505
84.436493	5.672436	83.944532
-31.565786	92.446367	184.600266
-36.500922	93.141779	177.995011
-90.184035	47.144547	171.969511
-85.872151	49.575621	180.643182
13.675260	102.630998	128.639603
21.165702	100.758199	125.489361
83.187623	-48.452441	104.181265
87.551457	-46.358090	111.305317
75.912902	-26.135959	78.430635
72.433859	-34.565743	78.398113
64.466251	-79.413526	169.819070
62.743714	-77.904683	178.023137
74.738807	-8.845482	219.317949
69.334766	-6.094919	224.716424
-94.135115	33.359293	113.684916
-97.143769	27.729082	117.478573
78.638902	-54.985898	103.468155
72.039984	-62.162034	101.702677
19.519130	93.996208	103.570992
28.048262	91.849636	103.650743
-15.604231	-80.626266	80.671312
-14.764485	-76.215489	75.401986
8.956888	-10.356397	250.203406
15.922780	-4.234422	249.799251
3.472344	-104.160622	133.312993
8.809460	-103.926003	133.984748
37.840107	-47.599962	60.499942
43.455378	-41.561195	60.022726
-84.189034	34.618815	198.433012
-83.250354	39.674381	196.302809
-63.696151	66.910865	196.007278
-70.455581	60.647611	194.914736
-92.736117	44.355923	124.709238
-96.499079	36.217336	126.069217
-104.937653	-3.034869	144.130595
-104.466816	-9.413895	141.297611
-29.249828	69.092730	72.644965
-28.092074	76.097805	79.429471
13.914617	-21.968481	44.371099
21.893166	-24.606607	46.399427
-104.639803	-8.360594	143.731008
-104.151162	-13.278567	147.202298
-53.769527	-79.913459	187.905226
-47.234004	-85.113068	185.466413
71.110740	-76.769755	154.741026
68.529971	-79.405573	150.937150
-57.502098	52.286816	216.701683
